brand,carName,carImg,saleVolume,price,muanfactuer,rank,carModel,energeType,marketTime,insure
小虎,小虎FEV,https://p3-dcd.byteimg.com/img/motor-mis-img/9265da77f9e501614776f2afe7afa78f~tplv-resize:640:0.png,15,"[4.19, 5.59]",宏瑞汽车,567,微型车,纯电动,2022.03,3年或6万公里
吉利几何,吉利几何C,https://p3-dcd.byteimg.com/img/motor-mis-img/14800010db265dbb4e54b322efe6b9fb~tplv-resize:640:0.png,15,"[13.37, 19.78]",吉利几何,568,紧凑型SUV,纯电动,2022.04,4年或15万公里
现代,菲斯塔,https://p9-dcd.byteimg.com/img/motor-mis-img/59c714d0afdd6fbe61a5108d3c29327f~tplv-resize:640:0.png,15,"[13.88, 15.48]",北京现代,569,紧凑型车,汽油,2022.11,3年或10万公里
雪佛兰,创酷,https://p3-dcd.byteimg.com/img/motor-mis-img/7f32d8c6bf3899a4d61b5059c5717c70~tplv-resize:640:0.png,15,"[8.69, 10.59]",上汽通用雪佛兰,570,小型SUV,汽油,2023.07,3年或10万公里
比亚迪,宋MAX DM,https://p9-dcd.byteimg.com/img/motor-mis-img/7ec97e2a0cd2675c197335c8319f94b1~tplv-resize:640:0.png,14,"[13.58, 16.48]",比亚迪,571,紧凑型MPV,插电式混合动力,2022.03,6年或15万公里
起亚,焕驰,https://p3-dcd.byteimg.com/img/motor-mis-img/c655aa38e008e10259a76a207c62a295~tplv-resize:640:0.png,14,"[6.19, 6.59]",起亚,572,小型车,汽油,2020.08,3年或10万公里
别克,昂扬,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/83dfea1c6d9a4ca6a1d324a8c13ae3e6~tplv-resize:640:0.png,13,"[11.29, 13.89]",上汽通用别克,573,紧凑型SUV,汽油,2021.08,3年或10万公里
奥迪,奥迪e-tron,https://p9-dcd.byteimg.com/img/motor-mis-img/e8587b667f120eb9f0f98d11371b8b74~tplv-resize:640:0.png,12,"[32.81, 38.93]",一汽奥迪,574,中大型SUV,纯电动,2021.04,3年或10万公里
本田,享域,https://p9-dcd.byteimg.com/img/motor-mis-img/f2ed945c45d908125c08d0c9ae3c718c~tplv-resize:640:0.png,12,"[7.18, 13.19]",东风本田,575,紧凑型车,汽油,2022.03,3年或10万公里
沃尔沃,沃尔沃C40 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/a33abe2401429de388c10fa422965b66~tplv-resize:640:0.png,11,"[29.2, 34.2]",沃尔沃亚太,576,紧凑型SUV,纯电动,2023.10,3年不限公里
小鹏汽车,小鹏G3,https://p3-dcd.byteimg.com/img/motor-mis-img/5fe645aae83133a591bb27313ec66986~tplv-resize:640:0.png,11,"[14.89, 17.69]",小鹏汽车,577,紧凑型SUV,纯电动,2022.09,4年或10万公里
沃尔沃,沃尔沃XC40 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/31d2b6da640b935204b7bfc42e4206a2~tplv-resize:640:0.png,9,"[28.29, 32.2]",沃尔沃亚太,578,紧凑型SUV,纯电动,2023.10,3年不限公里
红旗,红旗国耀,https://p9-dcd.byteimg.com/img/motor-mis-img/0b094b3ada0704b3ef49fa69acb10d59~tplv-resize:640:0.png,8,"[136.58, 146.58]",一汽红旗,579,大型SUV,汽油,2022.08,4年或10万公里
奔驰,奔驰EQE,https://p9-dcd.byteimg.com/img/motor-mis-img/4ea57237b66d26a84ae6dcc9adc0af6f~tplv-resize:640:0.png,7,"[26.7, 32.33]",北京奔驰,580,中大型车,纯电动,2022.08,3年不限公里
丰田,威兰达PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe0a534abd314543a5f1f803bab7597d~tplv-resize:640:0.png,7,"[22.78, 26.18]",广汽丰田,581,紧凑型SUV,插电式混合动力,2024.06,3年或10万公里
睿蓝汽车,枫叶80v,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ba39c93926014a6c91d2debeb1d61f3c~tplv-resize:640:0.png,7,"[8.98, 15.98]",睿蓝汽车,582,紧凑型MPV,纯电动,2024.06,1年或15万公里
荣威,CLEVER,https://p3-dcd.byteimg.com/img/motor-mis-img/0df783917aab490ada07cd607aa9dedf~tplv-resize:640:0.png,7,"[5.2, 5.2]",上汽集团,583,微型车,纯电动,2022.03,3年或10万公里
一汽,森雅R7,https://p3-dcd.byteimg.com/img/motor-mis-img/aecc527761d81e6b35253fef9d34ec02~tplv-resize:640:0.png,7,"[7.98, 8.98]",一汽吉林,584,小型SUV,汽油,2024.04,3年或6万公里
沃尔沃,沃尔沃S60 PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/0e1a0647fc7451ffefef866f0bf05386~tplv-resize:640:0.png,7,"[33.39, 38.29]",沃尔沃亚太,585,中型车,插电式混合动力,2023.07,3年不限公里
奔腾,奔腾M9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/87923bd1a148439abd86c047bdd7dc6d~tplv-resize:640:0.png,6,"[22.48, 24.48]",一汽奔腾,586,中大型MPV,48V轻混系统,2023.10,3年或10万公里
哈弗,哈弗H6 PHEV,https://p9-dcd.byteimg.com/img/motor-mis-img/f6c414b7d3d6068a4cf97e19b1f7b11f~tplv-resize:640:0.png,5,"[13.98, 15.38]",长城汽车,587,紧凑型SUV,插电式混合动力,2022.09,6年或15万公里包修
凯翼,轩度,https://p3-dcd.byteimg.com/img/motor-mis-img/fad7c3cbf79e7f38ea95446b78b262c3~tplv-resize:640:0.png,5,"[7.98, 9.39]",凯翼汽车,588,紧凑型车,汽油,2023.06,3年或10万公里
红旗,红旗国礼,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/dcc20ee3f08749d9bd2a6eb1febf1d11~tplv-resize:640:0.png,4,"[717.9, 717.9]",一汽红旗,589,大型车,汽油,2024.06,4年或10万公里
标致,标致2008,https://p3-dcd.byteimg.com/img/motor-mis-img/6b4e64ab6004f080dee3bd0eb61b322a~tplv-resize:640:0.png,4,"[9.97, 9.97]",东风标致,590,小型SUV,汽油,2021.10,3年或10万公里
北京,北京BJ80,https://p3-dcd.byteimg.com/img/motor-mis-img/4f52b32a408cd7fd40a897d72970964f~tplv-resize:640:0.png,4,"[26.8, 36.8]",北京汽车,591,中大型SUV,汽油,2023.12,3年或10万公里
福特,EVOS,https://p3-dcd.byteimg.com/img/motor-mis-img/62f1f5c9892cfbf4cf1c75e071638aa7~tplv-resize:640:0.png,3,"[16.98, 22.98]",长安福特,593,中型SUV,汽油,2021.11,3年或10万公里
奔驰,奔驰EQB,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/2e9cea9cd8e440c59f50fa5f9a1469c9~tplv-resize:640:0.png,3,"[25.2, 29.8]",北京奔驰,594,紧凑型SUV,纯电动,2024.08,3年不限公里
长安,长安CS95,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c8c2f3936912439c9a470b5aaa1ee7e1~tplv-resize:640:0.png,3,"[16.59, 18.99]",长安汽车,595,中大型SUV,汽油,2023.02,3年或10万公里
岚图,岚图追光 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/45e0ac325fd04a4e8b1ce482ce1be56e~tplv-resize:640:0.png,1,"[27.29, 33.59]",岚图汽车,596,中大型车,纯电动,2023.04,5年或10万公里
海马,海马7X-E,https://p3-dcd.byteimg.com/img/motor-mis-img/83764d01c17f4ed726bfa1c8da24270c~tplv-resize:640:0.png,1,"[21.98, 25.98]",一汽海马,598,紧凑型MPV,纯电动,2022.09,5年或10万公里
星途,星途追风 C-DM,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/706fe3524bd448329cfccb226e168c57~tplv-resize:640:0.png,1,"[12.98, 19.58]",星途,599,紧凑型SUV,插电式混合动力,2024.01,3年或10万公里
路虎,揽胜极光PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8fdb570f7426485098f3b4d81a457c01~tplv-resize:640:0.png,1,"[21.18, 22.58]",奇瑞捷豹路虎,600,中型SUV,插电式混合动力,2024.04,3年或10万公里
路虎,发现运动版PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/be4baa8456f641808b9ef8933a9d8333~tplv-resize:640:0.png,1,"[20.5, 20.5]",奇瑞捷豹路虎,601,中型SUV,插电式混合动力,2023.07,3年或10万公里
DS,DS 9 PHEV,https://p9-dcd.byteimg.com/img/motor-mis-img/6505fe35f2a3a3ffa5a1ffbb7bd5a617~tplv-resize:640:0.png,1,"[33.49, 40.49]",DS汽车,602,中型车,插电式混合动力,2022.03,8年或12万公里
DS,DS 9,https://p3-dcd.byteimg.com/img/motor-mis-img/fc67d704cb45ca837dc5130b5cc62498~tplv-resize:640:0.png,1,"[27.49, 34.99]",DS汽车,603,中型车,汽油,2023.10,3年或10万公里
理念,广汽本田VE-1,https://p3-dcd.byteimg.com/img/motor-mis-img/6b45b76df3eac473edc4da19a10ce8d7~tplv-resize:640:0.png,1,"[14.38, 17.68]",广汽本田,604,小型SUV,纯电动,2022.09,3年或10万公里
奔驰,奔驰EQA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7015d0380cb24469941e8a4b9c7026b8~tplv-resize:640:0.png,1,"[17.2, 17.2]",北京奔驰,605,紧凑型SUV,纯电动,2024.08,3年不限公里
日产,楼兰,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6b198431f20a40b0bab91e7df531f31c~tplv-resize:640:0.png,1,"[23.88, 28.38]",东风日产,606,中型SUV,汽油,2020.08,3年或10万公里
新龙马汽车,新龙马汽车启腾M70,https://p3-dcd.byteimg.com/img/motor-mis-img/a1bbe4ab1ea3baa5b35e042c79ff6532~tplv-resize:640:0.png,1,"[4.68, 6.05]",新龙马汽车,607,微面,汽油,2021.04,3年或6万公里
